Title,Actors
Begin Again,Hailee Steinfeld
Out of the Furnace,Christian Bale
Out of the Furnace,Casey Affleck
Out of the Furnace,Zoe Saldana
Out of the Furnace,Woody Harrelson
Vicky Cristina Barcelona,Rebecca Hall
Vicky Cristina Barcelona,Scarlett Johansson
Vicky Cristina Barcelona,"Javier Bardem,Christopher Evan Welch"
Kung Fu Panda,Jack Black
Kung Fu Panda,"Ian McShane,Angelina Jolie"
Kung Fu Panda,Dustin Hoffman
Barbershop: The Next Cut,Ice Cube
Barbershop: The Next Cut,Regina Hall
Barbershop: The Next Cut,Anthony Anderson
Barbershop: The Next Cut,Eve
Terminator Salvation,Christian Bale
Terminator Salvation,Sam Worthington
Terminator Salvation,Anton Yelchin
Terminator Salvation,Moon Bloodgood
Freedom Writers,Hilary Swank
Freedom Writers,Imelda Staunton
Freedom Writers,Patrick Dempsey
Freedom Writers,Scott Glenn
The Hills Have Eyes,Ted Levine
The Hills Have Eyes,Kathleen Quinlan
The Hills Have Eyes,Dan Byrd
The Hills Have Eyes,Emilie de Ravin
Changeling,Angelina Jolie
Changeling,Colm Feore
Changeling,Amy Ryan
Changeling,Gattlin Griffith
Remember Me,Robert Pattinson
Remember Me,Emilie de Ravin
Remember Me,"Caitlyn Rund,Moisés Acevedo"
Koe no katachi,Miyu Irino
Koe no katachi,Saori Hayami
Koe no katachi,Aoi Yuki
Koe no katachi,Kenshô Ono
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Steve Carell
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Jennifer Garner
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Ed Oxenbould
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Dylan Minnette
Locke,Tom Hardy
Locke,Olivia Colman
Locke,Ruth Wilson
Locke,Andrew Scott
The 9th Life of Louis Drax,Jamie Dornan
The 9th Life of Louis Drax,Aiden Longworth
The 9th Life of Louis Drax,"Sarah Gadon,Aaron Paul"
Horns,Daniel Radcliffe
Horns,Juno Temple
Horns,Max Minghella
Horns,Joe Anderson
Indignation,Logan Lerman
Indignation,Sarah Gadon
Indignation,Tijuana Ricks
Indignation,Sue Dahlman
The Stanford Prison Experiment,Ezra Miller
The Stanford Prison Experiment,Tye Sheridan
The Stanford Prison Experiment,Billy Crudup
The Stanford Prison Experiment,Olivia Thirlby
Diary of a Wimpy Kid: Rodrick Rules,Zachary Gordon
Diary of a Wimpy Kid: Rodrick Rules,Devon Bostick
Diary of a Wimpy Kid: Rodrick Rules,"Robert Capron,Rachael Harris"
Mission: Impossible III,Tom Cruise
Mission: Impossible III,Michelle Monaghan
Mission: Impossible III,Ving Rhames
Mission: Impossible III,Philip Seymour Hoffman
En man som heter Ove,Rolf Lassgård
En man som heter Ove,Bahar Pars
En man som heter Ove,Filip Berg
En man som heter Ove,Ida Engvoll
Dragonball Evolution,Justin Chatwin
Dragonball Evolution,James Marsters
Dragonball Evolution,Yun-Fat Chow
Dragonball Evolution,Emmy Rossum
Red Dawn,Chris Hemsworth
Red Dawn,Isabel Lucas
Red Dawn,Josh Hutcherson
Red Dawn,Josh Peck
One Day,Anne Hathaway
One Day,Jim Sturgess
One Day,"Patricia Clarkson,Tom Mison"
Life as We Know It,Katherine Heigl
Life as We Know It,Josh Duhamel
Life as We Know It,Josh Lucas
Life as We Know It,Alexis Clagett
28 Weeks Later,Jeremy Renner
28 Weeks Later,Rose Byrne
28 Weeks Later,Robert Carlyle
28 Weeks Later,Harold Perrineau
Warm Bodies,Nicholas Hoult
Warm Bodies,Teresa Palmer
Warm Bodies,"John Malkovich,Analeigh Tipton"
Blue Jasmine,Cate Blanchett
Blue Jasmine,Alec Baldwin
Blue Jasmine,Peter Sarsgaard
Blue Jasmine,Sally Hawkins
G.I. Joe: Retaliation,Dwayne Johnson
G.I. Joe: Retaliation,Channing Tatum
G.I. Joe: Retaliation,"Adrianne Palicki,Byung-hun Lee"
Wrath of the Titans,Sam Worthington
Wrath of the Titans,Liam Neeson
Wrath of the Titans,Rosamund Pike
Wrath of the Titans,Ralph Fiennes
Shin Gojira,Hiroki Hasegawa
Shin Gojira,"Yutaka Takenouchi,Satomi Ishihara"
Shin Gojira,Ren Ôsugi
Saving Mr. Banks,Emma Thompson
Saving Mr. Banks,Tom Hanks
Saving Mr. Banks,Annie Rose Buckley
Saving Mr. Banks,Colin Farrell
Transcendence,Johnny Depp
Transcendence,Rebecca Hall
Transcendence,Morgan Freeman
Transcendence,Cillian Murphy
Rio,Jesse Eisenberg
Rio,Anne Hathaway
Rio,"George Lopez,Karen Disher"
Equals,Nicholas Hoult
Equals,Kristen Stewart
Equals,"Vernetta Lopez,Scott Lawrence"
Babel,Brad Pitt
Babel,Cate Blanchett
Babel,Gael García Bernal
Babel,Mohamed Akhzam
The Tree of Life,Brad Pitt
The Tree of Life,Sean Penn
The Tree of Life,Jessica Chastain
The Tree of Life,Hunter McCracken
The Lucky One,Zac Efron
The Lucky One,Taylor Schilling
The Lucky One,Blythe Danner
The Lucky One,Riley Thomas Stewart
Piranha 3D,Elisabeth Shue
Piranha 3D,Jerry O'Connell
Piranha 3D,"Richard Dreyfuss,Ving Rhames"
50/50,Joseph Gordon-Levitt
50/50,Seth Rogen
50/50,Anna Kendrick
50/50,Bryce Dallas Howard
The Intent,Dylan Duffus
The Intent,"Scorcher,Shone Romulus"
The Intent,Jade Asha
This Is 40,Paul Rudd
This Is 40,Leslie Mann
This Is 40,Maude Apatow
This Is 40,Iris Apatow
Real Steel,Hugh Jackman
Real Steel,Evangeline Lilly
Real Steel,"Dakota Goyo,Anthony Mackie"
Sex and the City,Sarah Jessica Parker
Sex and the City,Kim Cattrall
Sex and the City,Cynthia Nixon
Sex and the City,Kristin Davis
Rambo,Sylvester Stallone
Rambo,Julie Benz
Rambo,Matthew Marsden
Rambo,Graham McTavish
Planet Terror,Rose McGowan
Planet Terror,Freddy Rodríguez
Planet Terror,"Josh Brolin,Marley Shelton"
Concussion,Will Smith
Concussion,Alec Baldwin
Concussion,Albert Brooks
Concussion,David Morse
The Fall,Lee Pace
The Fall,Catinca Untaru
The Fall,Justine Waddell
The Fall,Kim Uylenbroek
The Ugly Truth,Katherine Heigl
The Ugly Truth,Gerard Butler
The Ugly Truth,Bree Turner
The Ugly Truth,Eric Winter
Bride Wars,Kate Hudson
Bride Wars,Anne Hathaway
Bride Wars,Candice Bergen
Bride Wars,Bryan Greenberg
Sleeping with Other People,Jason Sudeikis
Sleeping with Other People,Alison Brie
Sleeping with Other People,"Jordan Carlos,Margarita Levieva"
Snakes on a Plane,Samuel L. Jackson
Snakes on a Plane,Julianna Margulies
Snakes on a Plane,Nathan Phillips
Snakes on a Plane,Rachel Blanchard
What If,Daniel Radcliffe
What If,Zoe Kazan
What If,Megan Park
What If,Adam Driver
How to Train Your Dragon 2,Jay Baruchel
How to Train Your Dragon 2,Cate Blanchett
How to Train Your Dragon 2,Gerard Butler
How to Train Your Dragon 2,Craig Ferguson
RoboCop,Joel Kinnaman
RoboCop,Gary Oldman
RoboCop,Michael Keaton
RoboCop,Abbie Cornish
In Dubious Battle,Nat Wolff
In Dubious Battle,James Franco
In Dubious Battle,Vincent D'Onofrio
In Dubious Battle,Selena Gomez
"Hello, My Name Is Doris",Sally Field
"Hello, My Name Is Doris",Max Greenfield
"Hello, My Name Is Doris",Tyne Daly
"Hello, My Name Is Doris",Wendi McLendon-Covey
Ocean's Thirteen,George Clooney
Ocean's Thirteen,Brad Pitt
Ocean's Thirteen,"Matt Damon,Michael Mantell"
Slither,Nathan Fillion
Slither,Elizabeth Banks
Slither,Michael Rooker
Slither,Don Thompson
Contagion,Matt Damon
Contagion,Kate Winslet
Contagion,Jude Law
Contagion,Gwyneth Paltrow
Il racconto dei racconti - Tale of Tales,Salma Hayek
Il racconto dei racconti - Tale of Tales,Vincent Cassel
Il racconto dei racconti - Tale of Tales,Toby Jones
Il racconto dei racconti - Tale of Tales,John C. Reilly
I Am the Pretty Thing That Lives in the House,Ruth Wilson
I Am the Pretty Thing That Lives in the House,Paula Prentiss
I Am the Pretty Thing That Lives in the House,Lucy Boynton
I Am the Pretty Thing That Lives in the House,Bob Balaban
Bridge to Terabithia,Josh Hutcherson
Bridge to Terabithia,AnnaSophia Robb
Bridge to Terabithia,Zooey Deschanel
Bridge to Terabithia,Robert Patrick
Coherence,Emily Baldoni
Coherence,Maury Sterling
Coherence,Nicholas Brendon
Coherence,Elizabeth Gracen
Notorious,Jamal Woolard
Notorious,Anthony Mackie
Notorious,"Derek Luke,Momo Dione"
Goksung,Jun Kunimura
Goksung,Jung-min Hwang
Goksung,Do-won Kwak
Goksung,Woo-hee Chun
The Expendables 2,Sylvester Stallone
The Expendables 2,Liam Hemsworth
The Expendables 2,"Randy Couture,Jean-Claude Van Damme"
The Girl Next Door,William Atherton
The Girl Next Door,Blythe Auffarth
The Girl Next Door,"Blanche Baker,Kevin Chamberlin"
Perfume: The Story of a Murderer,Ben Whishaw
Perfume: The Story of a Murderer,Dustin Hoffman
Perfume: The Story of a Murderer,"Alan Rickman,Francesc Albiol"
The Golden Compass,Nicole Kidman
The Golden Compass,Daniel Craig
The Golden Compass,Dakota Blue Richards
The Golden Compass,Ben Walker
Centurion,Michael Fassbender
Centurion,Dominic West
Centurion,"Olga Kurylenko,Andreas Wisniewski"
Scouts Guide to the Zombie Apocalypse,Tye Sheridan
Scouts Guide to the Zombie Apocalypse,Logan Miller
Scouts Guide to the Zombie Apocalypse,"Joey Morgan,Sarah Dumont"
17 Again,Zac Efron
17 Again,Matthew Perry
17 Again,Leslie Mann
17 Again,Thomas Lennon
No Escape,Lake Bell
No Escape,Pierce Brosnan
No Escape,"Owen Wilson,Chatchawai Kamonsakpitak"
Superman Returns,Brandon Routh
Superman Returns,Kevin Spacey
Superman Returns,Kate Bosworth
Superman Returns,James Marsden
The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart
The Twilight Saga: Breaking Dawn - Part 1,Robert Pattinson
The Twilight Saga: Breaking Dawn - Part 1,Taylor Lautner
The Twilight Saga: Breaking Dawn - Part 1,Gil Birmingham
Precious,Gabourey Sidibe
Precious,Mo'Nique
Precious,Paula Patton
Precious,Mariah Carey
The Sea of Trees,Matthew McConaughey
The Sea of Trees,Naomi Watts
The Sea of Trees,"Ken Watanabe,Ryoko Seta"
Good Kids,Zoey Deutch
Good Kids,Nicholas Braun
Good Kids,Mateo Arias
Good Kids,Israel Broussard
The Master,Philip Seymour Hoffman
The Master,"Joaquin Phoenix,Amy Adams"
The Master,Jesse Plemons
Footloose,Kenny Wormald
Footloose,Julianne Hough
Footloose,"Dennis Quaid,Andie MacDowell"
If I Stay,Chloë Grace Moretz
If I Stay,Mireille Enos
If I Stay,"Jamie Blackley,Joshua Leonard"
The Ticket,Dan Stevens
The Ticket,Malin Akerman
The Ticket,Oliver Platt
The Ticket,Kerry Bishé
Detour,Tye Sheridan
Detour,Emory Cohen
Detour,"Bel Powley,Stephen Moyer"
The Love Witch,Samantha Robinson
The Love Witch,Jeffrey Vincent Parise
The Love Witch,Laura Waddell
The Love Witch,Gian Keys
Talladega Nights: The Ballad of Ricky Bobby,Will Ferrell
Talladega Nights: The Ballad of Ricky Bobby,John C. Reilly
Talladega Nights: The Ballad of Ricky Bobby,Sacha Baron Cohen
Talladega Nights: The Ballad of Ricky Bobby,Gary Cole
The Human Centipede (First Sequence),Dieter Laser
The Human Centipede (First Sequence),Ashley C. Williams
The Human Centipede (First Sequence),Ashlynn Yennie
The Human Centipede (First Sequence),Akihiro Kitamura
Super,Rainn Wilson
Super,Ellen Page
Super,Liv Tyler
Super,Kevin Bacon
The Siege of Jadotville,Jamie Dornan
The Siege of Jadotville,Mark Strong
The Siege of Jadotville,Jason O'Mara
The Siege of Jadotville,Michael McElhatton
Up in the Air,George Clooney
Up in the Air,Vera Farmiga
Up in the Air,"Anna Kendrick,Jason Bateman"
The Midnight Meat Train,Vinnie Jones
The Midnight Meat Train,Bradley Cooper
The Midnight Meat Train,Leslie Bibb
The Midnight Meat Train,Brooke Shields
The Twilight Saga: Eclipse,Kristen Stewart
The Twilight Saga: Eclipse,Robert Pattinson
The Twilight Saga: Eclipse,"Taylor Lautner,Xavier Samuel"
Transpecos,Johnny Simmons
Transpecos,Gabriel Luna
Transpecos,"Clifton Collins Jr.,David Acord"
What's Your Number?,Anna Faris
What's Your Number?,Chris Evans
What's Your Number?,Ari Graynor
What's Your Number?,Blythe Danner
Riddick,Vin Diesel
Riddick,Karl Urban
Riddick,Katee Sackhoff
Riddick,Jordi Mollà
Triangle,Melissa George
Triangle,Joshua McIvor
Triangle,"Jack Taylor,Michael Dorman"
The Butler,Forest Whitaker
The Butler,Oprah Winfrey
The Butler,John Cusack
The Butler,Jane Fonda
King Cobra,Garrett Clayton
King Cobra,Christian Slater
King Cobra,"Molly Ringwald,James Kelley"
After Earth,Jaden Smith
After Earth,David Denman
After Earth,"Will Smith,Sophie Okonedo"
Kicks,Jahking Guillory
Kicks,"Christopher Jordan Wallace,Christopher Meyer"
Kicks,Kofi Siriboe
Me and Earl and the Dying Girl,Thomas Mann
Me and Earl and the Dying Girl,RJ Cyler
Me and Earl and the Dying Girl,Olivia Cooke
Me and Earl and the Dying Girl,Nick Offerman
The Descendants,George Clooney
The Descendants,Shailene Woodley
The Descendants,Amara Miller
The Descendants,Nick Krause
Sex and the City 2,Sarah Jessica Parker
Sex and the City 2,Kim Cattrall
Sex and the City 2,Kristin Davis
Sex and the City 2,Cynthia Nixon
The Kings of Summer,Nick Robinson
The Kings of Summer,Gabriel Basso
The Kings of Summer,"Moises Arias,Nick Offerman"
Death Race,Jason Statham
Death Race,Joan Allen
Death Race,Tyrese Gibson
Death Race,Ian McShane
That Awkward Moment,Zac Efron
That Awkward Moment,Michael B. Jordan
That Awkward Moment,Miles Teller
That Awkward Moment,Imogen Poots
Legion,Paul Bettany
Legion,Dennis Quaid
Legion,Charles S. Dutton
Legion,Lucas Black
End of Watch,Jake Gyllenhaal
End of Watch,Michael Peña
End of Watch,Anna Kendrick
End of Watch,America Ferrera
3 Days to Kill,Kevin Costner
3 Days to Kill,Hailee Steinfeld
3 Days to Kill,Connie Nielsen
3 Days to Kill,Amber Heard
Lucky Number Slevin,Josh Hartnett
Lucky Number Slevin,Ben Kingsley
Lucky Number Slevin,Morgan Freeman
Lucky Number Slevin,Lucy Liu
Trance,James McAvoy
Trance,Rosario Dawson
Trance,"Vincent Cassel,Danny Sapani"
Into the Forest,Ellen Page
Into the Forest,Evan Rachel Wood
Into the Forest,"Max Minghella,Callum Keith Rennie"
The Other Boleyn Girl,Natalie Portman
The Other Boleyn Girl,Scarlett Johansson
The Other Boleyn Girl,"Eric Bana,Jim Sturgess"
I Spit on Your Grave,Sarah Butler
I Spit on Your Grave,Jeff Branson
I Spit on Your Grave,"Andrew Howard,Daniel Franzese"
Custody,Viola Davis
Custody,Hayden Panettiere
Custody,Catalina Sandino Moreno
Custody,Ellen Burstyn
Inland Empire,Laura Dern
Inland Empire,Jeremy Irons
Inland Empire,Justin Theroux
Inland Empire,Karolina Gruszka
L'odyssée,Lambert Wilson
L'odyssée,Pierre Niney
L'odyssée,"Audrey Tautou,Laurent Lucas"
The Walk,Joseph Gordon-Levitt
The Walk,"Charlotte Le Bon,Guillaume Baillargeon"
The Walk,Émilie Leclerc
Wrecker,Anna Hutchison
Wrecker,Andrea Whitburn
Wrecker,"Jennifer Koenig,Michael Dickson"
The Lone Ranger,Johnny Depp
The Lone Ranger,Armie Hammer
The Lone Ranger,"William Fichtner,Tom Wilkinson"
Texas Chainsaw 3D,Alexandra Daddario
Texas Chainsaw 3D,Tania Raymonde
Texas Chainsaw 3D,Scott Eastwood
Texas Chainsaw 3D,Trey Songz
Disturbia,Shia LaBeouf
Disturbia,David Morse
Disturbia,Carrie-Anne Moss
Disturbia,Sarah Roemer
Rock of Ages,Julianne Hough
Rock of Ages,Diego Boneta
Rock of Ages,Tom Cruise
Rock of Ages,Alec Baldwin
Scream 4,Neve Campbell
Scream 4,Courteney Cox
Scream 4,David Arquette
Scream 4,Lucy Hale
Queen of Katwe,Madina Nalwanga
Queen of Katwe,David Oyelowo
Queen of Katwe,Lupita Nyong'o
Queen of Katwe,Martin Kabanza
My Big Fat Greek Wedding 2,Nia Vardalos
My Big Fat Greek Wedding 2,John Corbett
My Big Fat Greek Wedding 2,Michael Constantine
My Big Fat Greek Wedding 2,Lainie Kazan
Dark Places,Charlize Theron
Dark Places,Nicholas Hoult
Dark Places,Christina Hendricks
Dark Places,Chloë Grace Moretz
Amateur Night,Jason Biggs
Amateur Night,"Janet Montgomery,Ashley Tisdale"
Amateur Night,Bria L. Murphy
It's Only the End of the World,Nathalie Baye
It's Only the End of the World,Vincent Cassel
It's Only the End of the World,Marion Cotillard
It's Only the End of the World,Léa Seydoux
The Skin I Live In,Antonio Banderas
The Skin I Live In,Elena Anaya
The Skin I Live In,"Jan Cornet,Marisa Paredes"
Miracles from Heaven,Jennifer Garner
Miracles from Heaven,Kylie Rogers
Miracles from Heaven,"Martin Henderson,Brighton Sharbino"
Annie,Quvenzhané Wallis
Annie,Cameron Diaz
Annie,Jamie Foxx
Annie,Rose Byrne
Across the Universe,Evan Rachel Wood
Across the Universe,Jim Sturgess
Across the Universe,Joe Anderson
Across the Universe,Dana Fuchs
Let's Be Cops,Jake Johnson
Let's Be Cops,Damon Wayans Jr.
Let's Be Cops,Rob Riggle
Let's Be Cops,Nina Dobrev
Max,Thomas Haden Church
Max,Josh Wiggins
Max,"Luke Kleintank,Lauren Graham"
Your Highness,Danny McBride
Your Highness,Natalie Portman
Your Highness,James Franco
Your Highness,Rasmus Hardiker
Final Destination 5,Nicholas D'Agosto
Final Destination 5,Emma Bell
Final Destination 5,Arlen Escarpeta
Final Destination 5,Miles Fisher
Endless Love,Gabriella Wilde
Endless Love,Alex Pettyfer
Endless Love,"Bruce Greenwood,Robert Patrick"
Martyrs,Morjana Alaoui
Martyrs,Mylène Jampanoï
Martyrs,"Catherine Bégin,Robert Toupin"
Selma,David Oyelowo
Selma,Carmen Ejogo
Selma,Tim Roth
Selma,Lorraine Toussaint
Underworld: Rise of the Lycans,Rhona Mitra
Underworld: Rise of the Lycans,Michael Sheen
Underworld: Rise of the Lycans,Bill Nighy
Underworld: Rise of the Lycans,Steven Mackintosh
Taare Zameen Par,Darsheel Safary
Taare Zameen Par,Aamir Khan
Taare Zameen Par,Tanay Chheda
Taare Zameen Par,Sachet Engineer
Take Me Home Tonight,Topher Grace
Take Me Home Tonight,Anna Faris
Take Me Home Tonight,Dan Fogler
Take Me Home Tonight,Teresa Palmer
Resident Evil: Afterlife,Milla Jovovich
Resident Evil: Afterlife,Ali Larter
Resident Evil: Afterlife,"Wentworth Miller,Kim Coates"
Project X,Thomas Mann
Project X,Oliver Cooper
Project X,Jonathan Daniel Brown
Project X,Dax Flame
Secret in Their Eyes,Chiwetel Ejiofor
Secret in Their Eyes,Nicole Kidman
Secret in Their Eyes,Julia Roberts
Secret in Their Eyes,Dean Norris
Hostel: Part II,Lauren German
Hostel: Part II,Heather Matarazzo
Hostel: Part II,Bijou Phillips
Hostel: Part II,Roger Bart
Step Up 2: The Streets,Robert Hoffman
Step Up 2: The Streets,Briana Evigan
Step Up 2: The Streets,Cassie Ventura
Step Up 2: The Streets,Adam G. Sevani
Search Party,Adam Pally
Search Party,T.J. Miller
Search Party,"Thomas Middleditch,Shannon Woodward"
Nine Lives,Kevin Spacey
Nine Lives,Jennifer Garner
Nine Lives,"Robbie Amell,Cheryl Hines"
